Index,movie,title,body,sentiment,label,GB_right,NB_right,SVM_right,DT_right,LR_right
503,RED,Fun,"I enjoyed this film, but my Grandchildren enjoyed it more.  Some of the humour in it did not appeal to me.",1.0,neutral,1,0,1,1,0
504,Infinite,"It's like The Old Guard, but worse..","Doesn't make much sense, scenes seem to skip important details and I get the impression the cast knew this was going to be a forgettable mess.",0.0,negative,1,1,1,1,1
505,Boss Level,Frank Grillo should be,"Frank Grillo should be, the on screen solid snake, no question! Awesome Movieevery one was good in this.So good am buying it, Werther on DVD or Blu ray, it has a re-watch value to it and good story",2.0,positive,0,1,1,1,1
506,John Wick Chapter 2,Five Stars,"loved it, Keanu is so unassuming but he can kick ass when required, can't wait for number 3",2.0,positive,1,1,1,1,1
507,Blade Runner 2049,Boring,"Nowhere near as good as the first film , and it was a long drawn out plot that was confusing and didn’t go anywhere",1.0,neutral,1,1,1,1,1
508,Spectre,Not worth the extra money,"Ok but not sure it was worth the extra money,not a lot of extras etc just a boring tin.",1.0,neutral,1,1,1,1,1
509,The Tomorrow War,Good for a mindless watch...,"However, tonnes of plot holes, poor character decisions, and a story which doesn't add up. Try and watch without your brain and you may enjoy.",0.0,negative,1,1,1,0,1
510,The Tomorrow War,Solid film that gets a bit stuck in the middle with time.,Solid film that gets a bit stuck in the middle with time.Character arch gets a bit confused with how time works but then figures it out.It's like a modern twist on the film Aliens but in reverse.,2.0,positive,0,0,1,1,0
511,Renegades,Ran out of steam.,"Started ok but went down hill, ran out of steam. 45mins was enough.",0.0,negative,1,1,1,1,1
512,The Tomorrow War,Interesting plot and definitely worth watching more than once!,"I am not sure with all the hate that is on the reviews for this film so I started to watch with low expectations. Fifteen minutes into the film I cannot stop despite it being a late weekday night on a work week, a decent story and characters you would care about, this had me hooked right till the end! So why the hate? I need this on blu ray, it is definitely worth a second watch!",2.0,positive,0,0,0,1,0
513,The Tomorrow War,"Solid 3 stars. Ignore the ""Worst\Best film ever"" reviews, it's a decent distraction","Pretty much as per the title, it's an OK film and a decent watch on a lazy afternoon if you are into action\sci fi.Like most things on Amazon, ignore the 1 and 5 star reviews and you'll get a good idea as to whether you will like it or not.This is not intend to be a cinematic masterpiece and certainly isn't the worst film ever (if you think so you haven't watched many films) so if you think you like the sound of it, you will probably enjoy it for what it is.",1.0,neutral,1,1,1,1,1
514,The Tomorrow War,Garbage,Cliche drivel. Its garbage.  Even the actors look embarrassed.,0.0,negative,1,1,1,1,1
515,xXx: Return Of Xander Cage,Very poor,"Absolutely awful, seemed like it was just a sequence of stunts out together with a poor story line for vin diesel to show off",0.0,negative,1,1,1,1,1
516,Escape Plan II,Action,"No where near as good as the 1st one, but still worth a watch",1.0,neutral,1,1,1,1,1
517,The Marksman,Pile of arse.,"The most important thing to know is that I sat through this turgid pile of arse to just get some sort of perceived value from my Amazon Prime subscription. Other than that, it was absolutely smashing, and worth every penny.",0.0,negative,0,1,0,0,0
518,John Wick Chapter 2,John wick 2,Enjoyable movie big body count but not as good as the first one hope theirs  a third one 😊,1.0,neutral,1,1,1,0,1
519,Olympus Has Fallen,Fallen,Another movie night watch.  Entertaining and enjoyed.  Woudl watch this again as like the actors.  A feel good ending to a movie.,1.0,neutral,1,1,1,1,1
520,John Wick Chapter 2,Not John wick 1 but can't wait to see John wick 3,John Wick 2!  It was never going to be as good as the first one but let's see how 3 is. The fight and killing scenes went on forever. We're did he get all them bullets from.,1.0,neutral,1,1,1,1,1
521,John Wick Chapter 2,this is a brilliant watch.,"Can't help it, but this was doing so well, right up until it stopped.  Just a set up for a third one instead of  being a film in itself.  But up until that point, this is a brilliant watch.",1.0,neutral,1,1,0,1,0
522,Inferno,No subtitles!!!,How can there not be any subtitles?!?! It’s 2018! Get with the freaking program.,0.0,negative,1,1,1,1,1
523,The Tomorrow War,It's rubbish!,One star is more than this deserves. Absolute rubbish from start to finish! 2+ hours of my life I'll never get back.,0.0,negative,1,1,1,1,1
524,Spectre,Three Stars,"Great actors, 1970s humour, poor plot, story telling was flakey",1.0,neutral,0,0,0,0,0
525,Boss Level,No Ending!,It was a pretty rubbish but just about watchable sci fi (because of the time travel)- but then it didn't have an ending!! i feel so ripped off. I gave it three stars because i'm drunk. I'm gonna guess that sober it might have been two.,1.0,neutral,1,1,1,1,1
526,Blade Runner 2049,Never bought this item don't like this type of movie,Never bought this item don't like this type of movie. I hope i don't have to check my bank statements Amazon ive all ways trusted you.David,0.0,negative,1,1,1,1,1
527,Inferno,"Read the book, a better experience.","Very disappointed.  The book was pacy, usual Dan Brown stuff i.e. Badly written but a good story.  This film was really poor. If you haven't read the book, then the film makes little sense.  I missed it in the cinéma and glad I did, it was not a good film at all. Great locations, plenty of classy photography, but overall just lacked any real involvement.",0.0,negative,0,0,1,0,0
528,The Tomorrow War,Dull,"With many movies produced by streaming services, it seems like all the budget was spent on hiring famous actors with nothing left to spend on the script and production.This story line is similar to that of Edge of Tomorrow but is nowhere near as good in an dimension.I also didn't enjoy the not so subtle SCIENCE IS AWESOME! propaganda.",0.0,negative,1,1,1,1,1
529,Blade Runner 2049,Broken box.,The movies great but the box was broken and unusable.,1.0,neutral,1,1,1,1,0
530,The Hunger Games: Mockingjay Part 1,good but no cigar,"Not as strong as the first two,you just know they are building for a hopefully spectacular finale",1.0,neutral,1,1,1,1,1
531,Horizon Line,Simple but efficient,"Not over the top movie, simple but efficient. Keeps you engaged the whole movie.",1.0,neutral,1,1,1,1,1
532,Spectre,Not my favourite bond movie,Very slow and thought script was amateur. Not my favourite bond movie,1.0,neutral,0,0,0,1,1
533,The Tomorrow War,All glamour,Good action and effects but unfortunately that’s it a ridiculous storyline which jumps all over,0.0,negative,0,1,1,0,0
534,Inferno,Nope,National treasure has more of a story line/less plot holes. Don’t waste your money on this.,1.0,neutral,1,0,0,1,0
535,Blade Runner 2049,Three stars,A bit disappointing really. Story line didn't grab my attention. Sadly not a good follow on from the original...,1.0,neutral,1,1,1,1,1
536,Cell,TERRIBLE,"Oh dear oh dear. I love Stephen King, I love Samuel L. Jackson... But I hate this film. Do not read or watch this. Story line is an absolute joke. Watch Misery instead or if you want a good virus film watch Contagion.",0.0,negative,0,1,1,0,1
537,Kong: Skull Island,the old one much better!,"Okish movie, the old one much better!",0.0,negative,1,0,1,1,1
538,The Tomorrow War,Good fun and doesn't preach,Nice to finally watch something that seems to have been made purely for entertainment value as opposed to try and send a political message. Not too many of these around these days.,2.0,positive,0,1,1,0,1
539,The Grey,Three Stars,Not what I expected got a bit boring with a abrupt ending.,1.0,neutral,1,1,1,0,1
540,Olympus Has Fallen,"Not set on christmas eve, or in a sky scraper.","A proper old school action flick with a good cast headed by Gerald Butler as a secret service agent who has to save the day after a terror attack on the White House, this as others have stated is much along the lines of a very famous film.Director Antoine Fuqua has made some reasonably intelligent action films (Training Day, tears of the sun) but here goes for pure popcorn blockbuster as Butler takes out bad guy after bad guy, with various shoot outs and fights.There is an over use of (quite bad) CGI effect's but for the most part the action is solid, and the film feels like a good throw back to the old 80's and 90's terrorist take over movies.A fun couple of hours of bullets, explosions and action, if over the top and humourless. It mostly works on the terms it sets out.",1.0,neutral,1,1,1,1,1
541,Skyfall,EXCELLENT MOVIE,"THE BEST BOND MOVIE EVER, THAT'S MY OPINION, A STUNNING PIECE, DIRECTOR MENDE'S CRAFTED A BEAUTIFUL PIECE, STUNNING FILM.BLU RAY PACKAGE WAS NICE, CAME WITH DVD DIGITAL COPY (WHICH PLAYS IN DVD PLAYER'S, BUT TO PLAY IT ON YOU PC YOU WILL NEED T REDEEM THE DIGITAL CODE ONLINE).EXCELLENT SOUND AND PICTURE",2.0,positive,0,1,1,1,1
542,Infinite,world of clitches,Is ok to take a siesta at 15:00,0.0,negative,0,0,0,0,0
543,The Hunger Games (4K UHD),Good start to the series and a great performance from ...,Enjoyable kiddies version of Battle Royale. Good start to the series and a great performance from Miss Lawrence. Nice to see Donald Sutherland playing evil again. Very good.,2.0,positive,1,0,1,1,1
544,Blade Runner 2049,Brilliant,One of the best science fiction movies ever made (it's better than Bladerunner) and the story follows on from the first movie very well.,2.0,positive,0,1,1,0,1
545,The Tomorrow War,"Mediocre acting, non-sensical plot and inconsistent rhythm","The film was barely enjoyable, if it were not for the laughs that you might have while laughing at such nonsense. The acting is very bad sometimes, and at most barely good. The rhythm of the film is inconsistent, it seems that the film is about to end when it starts with another plot line.",0.0,negative,1,1,1,0,1
546,The Tomorrow War,Ridiculous!,One of the most ridiculous films!,0.0,negative,0,1,1,0,1
547,The Tomorrow War,The negative reviewers need to get out more... thoroughly enjoyed!,"You can pick fault with anything - and is entirely coupled to expectation. Personally, I was looking for something with strong characterisation and an engaging reality. I enjoyed the film tremendously for both. I could pick out weaknesses with the narrative where my suspension-of-disbelief was challenged, however, at those rare times, it was pulled back from the edge by an acceptable plot-explanation - all the while, consistently engaging me with tension and action.A film I want to immediately watch again.I am a huge Chris Pratt fan (for whatever reason), so admittedly this was always going to be a winner for me.I would say it borrows from the following films (in small ways, from each) in terms or plot, character types, aesthetic and tone - all of which are positives: Terminator (series); Live Die Repeat: Edge of Tomorrow; Aliens (series); Starship Troopers.",2.0,positive,0,0,1,0,1
548,The Marksman,Bit boring,Not the best Liam Neeson movie. Story line lacks drama.,1.0,neutral,1,0,1,1,1
549,The Tomorrow War,Don't do it!,I'm not going to waste my time with a long review as I've wasted enough watching this garbage. Just don't bother.,0.0,negative,1,1,1,1,1
550,John Wick Chapter 2,Usual John Wick hokum,HaD seen John Wick 1&3 so had to rent this one. It follows the format of the other with bodies piling up left right and centre. Wont bother if they release another JW episode.,1.0,neutral,0,0,0,1,0
551,Olympus Has Fallen,tiresome and absurd,"I saw this on a plane recently and it was a struggle to watch it to the end. The movie starts reasonably well, I think, then veers towards the absurd and totally implausible. These action movies are usually beyond reasonable belief, but this one got on my nerves very quickly, because you have to suspend disbelief so strongly that it becomes an effort. A real drag, I would not waste my time on this if I were you. 2 stars for the effort of choreographing these (absurd) scenes of White House attack. SKIP.",0.0,negative,1,1,1,1,1
552,xXx: Return Of Xander Cage,Wait until it's free or cheap,"Ok to pass a bit of time and if you managed to get it at a reduced price, otherwise I suggest waiting until it isn't full price",1.0,neutral,1,1,1,1,1
553,Skyfall,After problems getting it to play at all it's pixelated,"Initially failed to play in ArcSoft TMT5 but Ctrl+T sorted that one, however, so bad pixelation as to be unwatchable. Doesn't play at all in WinDVD on a Vaio. Will try on a third player...",0.0,negative,1,1,1,1,1
554,John Wick Chapter 2,Not as gripping as the first,"I got really into the first film but i didnt find this one quite as gripping. Don't get me wrong, it was still good but it didn't quite reach the great heights the first one had for me. The ending has left me a little excited for part 3, though.",1.0,neutral,1,0,1,0,1
555,The Tomorrow War,Enjoyable Sci-Fi,"Not bad, bit cheesy and dumb in parts but an enjoyable old fashioned Sci-fi movie.  Ignore mainstream media reviews who appear to have it in for Chris Pratt, make your own mind up.",2.0,positive,1,0,0,0,0
556,Olympus Has Fallen,Three Stars,"not bad, just die hard really.",1.0,neutral,0,0,1,1,1
557,Kong: Skull Island,Four Stars,"Pretty good film, shame mostly special effects.",2.0,positive,0,0,0,0,0
558,Kong: Skull Island,Kink kong,"Me and my daughter really enjoyed skull island , to see the monster early was unusual and the 70s sound track was brill. At the end my daughter was cheering for kong.",2.0,positive,1,1,1,1,1
559,Infinite,Convoluted mess which looks more like a Music video than a movie,It's got so much exposition that I got bored and didn't even stay until the end. The action is so over the top slow mo CGI cliché nonsense that I had no vested interest in any characters. In fact I was rooting for the bad guy to win.,0.0,negative,1,1,1,1,1
560,Blade Runner 2049,Underwhelmed,"It was always going to be a big ask to follow the original Bladerunner and that proved to be the  case.  I  was not very impressed by the story or the cinematography. I did however like the extras on the DVD. This will not stay in my collection very long, it will go to the  charity shop on my next visit to town.",1.0,neutral,0,1,1,1,1
561,John Wick Chapter 2,Three Stars,Good but not as good as the first.,1.0,neutral,0,0,0,0,0
562,Blade Runner 2049,I watched the original film; I hope someday someone ...,I watched the original film; I hope someday someone will make a sequel worthy of the original Blade Runner.Running time 2hrs 43minutes.Two hours too long.Talk about flogging a dead horse.,0.0,negative,0,1,0,0,1
563,Inferno,Broken case,Dvd box cracked and broken. Possibility done in mail though,0.0,negative,1,0,0,0,0
564,Infinite,"I like bad movies, but everyone has a limit","I do like some bad movies now and then, but this is were I draw the line.The concept is ok, could be really interesting, but this is enormous piece of crap.It shows how desperate some actors can be when it comes to money.",0.0,negative,0,1,1,0,1
565,The Grey,Wolfs what Wolfs??,"Could not get my head around at how poor the special affects for the Wolfs were, but for under £5 it was OK.",1.0,neutral,0,1,0,1,0
566,Casino Royale,Casino Royale,"There is so many Bond-like films these days that this one just seemed like enother spies, guns and action film that we have so much of!It ok, but not worth 5 stars!STD",1.0,neutral,1,1,1,1,1
567,Renegades,Three Stars,Not a bad film could have been better enjoyed it though,1.0,neutral,0,1,0,1,1
568,Skyfall,A bit too much hype?,A good action movie but lacks some of the majic of bond in the past.Well made etc but the story line a bit thin?,1.0,neutral,1,1,1,1,1
569,The Hunger Games: Mockingjay Part 1,Another decent film in the series.,Not bad. Not as good as the first film but well worth a watch.,2.0,positive,0,0,1,0,0
570,Blade Runner 2049,One Star,Absolute rubbish and unbelievably slow wish i hadn't bothered.,0.0,negative,1,1,1,1,1
571,The Tomorrow War,"Stupid, loud nonsense","Overlong, very loud effects and muttered dialogue, awful creature effects.",0.0,negative,1,1,1,1,1
572,Kong: Skull Island,Shocking,"Shocking, and this a Hollywood blockbuster movie.",0.0,negative,1,1,1,1,1
573,Infinite,"Kingsmen, but without the tongue-in-cheek humour.","High budget escapism like the Kingsmen, but lacks the self awareness of the conceit.",1.0,neutral,0,1,1,1,1
574,Olympus Has Fallen,dear god...,..... can there be anymore cliche scenes and lines in a film! Out of the two ( white house down ) and this one your time would be better entertained watching the other!!! A little more fun and far less cliches.,0.0,negative,1,1,1,1,0
575,The Hunger Games (4K UHD),Hunger Games,Hunger Games fans will really like this dvd. I am now becoming a fan as a read my daughter's book.,2.0,positive,1,1,1,1,1
576,Skyfall,Brilliant again,Brilliant again with a sad end to one of the main characters. Craig is his defiant self struggling to keep in the games.,2.0,positive,1,1,1,1,0
577,RED,Story... What story,This is a terrible dvd with no discernable storyline but just a collection of big bangs. Having said that I bought it for my grandson at his request and he loves it!  Horses for courses.,1.0,neutral,1,1,1,1,1
578,Inferno,Perfect for a rainy Sunday,Good fun but very predictable.  The scenery makes it worth watching,1.0,neutral,0,1,1,1,1
579,Infinite,Not worth watching,"As with some other Amazon movies, the plot & even the lines were taken from other films.  Very disappointing  :(",0.0,negative,1,1,1,1,1
580,The Tomorrow War,"Ignore the negative reviews, give it a go","Thoroughly enjoyed the film.  Makes a change to see how the aliens arrived when it was obvious they couldn't work a can opener.  Give it a go, you never know?",2.0,positive,1,1,1,0,1
581,Monsters of Man,Boring,Fell asleep twice during the day watching this. So dull. Could have been much better. Acting is terrible. Don't bother,0.0,negative,1,1,1,1,1
582,London Has Fallen,Skipped through most of it,"Predictable, unreal, unreasonable rubbish, much worse than the first one, which was also rubbish but less predictable. That it was on sale is the only redeeming feature.",0.0,negative,1,1,1,1,1
583,Boss Level,Wold have been great if not for the silly end,Very good script and good acting. The end was not great though.,1.0,neutral,1,0,0,1,0
584,Skyfall,Great!,I thought this was the best bond in years and I'm so glad that they've included a digital copy instead of that awful UV thing!,2.0,positive,1,1,1,1,0
585,The Grey,Not the best film that Liam Neeson has starred in,"Not the best film that Liam Neeson has starred in, but ok.  However, it hasn't joined my ""must watch again pile,"" unfortunately",1.0,neutral,1,1,1,1,1
586,The Hunger Games: Mockingjay Part 1,Fantastic Hunger Games,Really good dvd and well worth watching.  As good as the book.,2.0,positive,1,1,1,1,1
587,Cell,Avoid even if your a King fan,"If Stephen King had any say in this being made let alone released he'd have stuck the script right in the trash, not even Samuel L Jackson saves it.",0.0,negative,1,1,1,1,1
588,Inferno,Five Stars,A brilliant film is as good as the previous two da vinci code and angels and demons,2.0,positive,1,0,0,1,0
589,John Wick Chapter 2,"OK, not brilliant!","Loved the first film, this film was ok but like most sequels didn't live up to the first. I'd recommend not renting or buying but wait for, when its part of prime.",1.0,neutral,1,0,0,1,0
590,John Wick Chapter 2,Lost interest.,Not as good as 1 very slow to watch lost interest .,0.0,negative,1,1,1,0,1
591,John Wick Chapter 2,Four Stars,"In places better than the first, some very wicked dark humour in places",2.0,positive,0,0,0,0,0
592,The Hunger Games (4K UHD),The best of the series,I find it this film the best of the hunger games series and also the saddest. It's political and inspiring. A horrifying dystopia that you feel compelled to watch.,2.0,positive,0,0,0,1,0
593,London Has Fallen,"Extremely poor, just like the first one!","Just as bad as the first one, so much bad acting.Very poorly written and extremely poorly directed!",0.0,negative,1,1,1,0,1
594,Kong: Skull Island,Yawn,"Tired and predictable. I mean, how many times can you make this movie? Fresh ideas anyone?",0.0,negative,1,1,1,1,1
595,John Wick Chapter 2,Burnt wick... :(,"Weak plot, tedious action, cannot give it two stars. Can't believe Kanoo, Fishbourne etc. accepted to do this. Must be needing the money...",0.0,negative,1,1,1,0,1
596,RED,"Oh Please,","RED is what you come to expect from Bruce Willis films, something to watch just to pass the time. With no strong storyline its just a bunch of old actors running around with guns trying to rekindle their youth from such films as Die Hard (willis) The long good friday (mirren) and Se7en (Freeman). Ok so the film is action heavy, but the plot gets lost in the gunfire. When you get caught up in the action you forget about the plot and this film suffers such a problem. I have watched this a few times for the simple reason that I forgot what it was about. If you wanted to pass the time I would recommend watching this, if you want something to make you think or laugh or take notice of it, try something else.",0.0,negative,0,0,0,0,0
597,The Tomorrow War,Simply....... diabolical,"Diabolical in every sense, right from the trailer where Chris Pratt (that he definitely is) in a cringey way used his father-in-law's famous line of ""I'll be back"" (please wise up) to the sunlight deprived Jurassic world gened ""scaries"" that, well, just aren't.There's much, much better to watch than this predictable dribble, but the choice is yours",0.0,negative,1,1,1,1,1
598,The Hunger Games (4K UHD),... was just what I was looking for and I enjoyed watching,The 2 disc set was just what I was looking for and I enjoyed watching both,2.0,positive,1,1,1,1,1
599,Infinite,:),"nice movie, i hope in second part will be better:)",2.0,positive,0,1,1,1,1
